Name,Designation,Company,LinkedIn ID,LinkedIn URL,Source,Confidence,Match Evidence,Requested Company,Requested Designation
Sumit Malhotra,Chief Information Officer,Times Internet,buzzsumit,https://www.linkedin.com/in/buzzsumit/,google_browser,92,"Sumit Malhotra - Chief Information Officer @ Times Internet LinkedIn · Sumit Malhotra 8.3K+ followers Web results Sumit Malhotra - Chief Information Officer @ Times Internet LinkedIn · Sumit Malhotra 8.3K+ followers LinkedIn · Sumit Malhotra 8.3K+ followers Delhi, India · Chief Information Officer and Head - Cloud Platform and Site Reliability · Times Internet Chief Information Officer @ Times Internet · Business-focused and result-oriented leader with 20+ years track record in digital and information technology ...",Times Internet,CIO
Ashish Jaiswal,Chief Technology Officer,Times Internet,jaiswalashish,https://www.linkedin.com/in/jaiswalashish/,google_browser,92,"Ashish Jaiswal - Chief Technology Officer at Times Internet LinkedIn · Ashish Jaiswal 5.8K+ followers Web results Ashish Jaiswal - Chief Technology Officer at Times Internet LinkedIn · Ashish Jaiswal 5.8K+ followers LinkedIn · Ashish Jaiswal 5.8K+ followers Noida, Uttar Pradesh, India · Chief Technology Officer · Times Internet Chief Technology Officer at Times Internet · • Extensive experience in senior leadership roles, product building, technology and process strategies.",Times Internet,CTO
