Name,Designation,Company,Location,LinkedIn ID,LinkedIn URL,Source,Confidence,Evidence
Prashanth Nimmagadda,CTO,Setu,Bengaluru,nimmagaddaprashanth,https://www.linkedin.com/in/nimmagaddaprashanth/,google_browser,98,"Prashanth Nimmagadda - CTO at Setu LinkedIn · Prashanth Nimmagadda 1.5K+ followers Prashanth Nimmagadda - CTO at Setu LinkedIn · Prashanth Nimmagadda 1.5K+ followers LinkedIn · Prashanth Nimmagadda 1.5K+ followers Bengaluru, Karnataka, India · Chief Technology Officer · Setu Chief Technology Officer . Setu. Apr 2025 - Present 1 year 5 months. Razorpay Graphic. Vice President Of Engineering. Razorpay . Oct 2019 - Apr 2025 5 years 7 ... Read more Prashanth Nimmagadda - CTO at Setu LinkedIn · Prashanth Nimmagadda 1.5K+ followers Prashanth Nimmagadda - CTO at Setu LinkedIn · Prashanth Nimmagadda 1.5K+ followers LinkedIn · Prashanth Nimmagadda 1.5K+ followers Bengaluru, Karnataka, India · Chief Technology Officer · Setu Experience · Chief Technology Officer · Vice President Of Engineering · Vice President and Head Of Engineering · Senior Software Engineering Manager · Software ... Read more Fintech APIs for Payments, KYC & Data Access in India | Setu Embed financial services into your product using Setu APIs. Enable payments, identity verification, and financial data access for digital platforms and fintechs. About Setu | Fintech API Infrastructure for India Learn about Setu and our mis"
Bharat Krishnamurthy,Chief Technology Officer,Yubi,Bengaluru,bharatkrishnamurthy,https://www.linkedin.com/in/bharatkrishnamurthy/,google_browser,87,"Bharat Krishnamurthy - Chief Technology Officer @ Yubi LinkedIn · Bharat Krishnamurthy 11.5K+ followers Bharat Krishnamurthy - Chief Technology Officer @ Yubi LinkedIn · Bharat Krishnamurthy 11.5K+ followers LinkedIn · Bharat Krishnamurthy 11.5K+ followers Bengaluru, Karnataka, India · Chief Technology Officer · Yubi Bharat Krishnamurthy. Chief Technology Officer @ Yubi | Driving Product Design and Engineering. Yubi. Bengaluru, Karnataka, India . Read more"
